IDCliente,Prefijo,Nombre,Apellido,Nacimiento,EstadoCivil,Género,correo-e,IngresoAnual,Hijos,NivelEducativo,Ocupacion
32643,Sr.,Luis,Hernandez,26/3/1973,Casado,M,hernandezluis1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32644,Sr.,Aaron,Zaldivar,27/5/1973,Casado,M,zaldivaraaron1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Administrativo
32645,Sr.,Benjamin,Martinez,27/8/1973,Casado,M,martinezbenjamin1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32646,Sra.,Chloe,Morgan,30/9/1973,Casado,F,morganchloe1973@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32647,Sr.,Mason,King,2/10/1974,Casado,M,kingmason1974@ciclovida.com,8000,2,Educacion Secundaria Incompleta,Operativo Calificado
32648,Sra.,Erin,Watson,18/10/1974,Casado,F,watsonerin1974@ciclovida.com,8000,2,Educacion Secundaria Incompleta,Operativo Calificado
32649,Sra.,Autumn,Zaldivar,26/2/1974,Casado,F,zaldivarautumn1974@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32650,Sr.,Caleb,Alvarez,24/8/1974,Casado,M,alvarezcaleb1974@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32651,Sra.,Madison,Martinez,25/6/1974,Casado,F,martinezmadison1974@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32652,Sra.,Julia,Perez,11/3/1974,Casado,F,perezjulia1974@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32653,Sr.,Tyler,Garcia,15/2/1975,Casado,M,garciatyler1975@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
32654,Sra.,Monique,Dominguez,18/9/1975,Casado,F,dominguezmonique1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32655,Sr.,Lance,Ruiz,17/10/1975,Casado,M,ruizlance1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32656,Sra.,Jennifer,Rogers,22/3/1975,Casado,F,rogersjennifer1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32657,Sr.,Hunter,Perez,27/4/1975,Casado,M,perezhunter1975@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32658,Sr.,Dakota,Wood,6/2/1975,Soltero,M,wooddakota1975@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32659,Sr.,Isaac,Green,9/8/1976,Casado,M,greenisaac1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32660,Sr.,Nicholas,Jackson,22/4/1976,Casado,M,jacksonnicholas1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32661,Sr.,Oscar,Perez,18/11/1975,Casado,M,perezoscar1975@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32662,Sr.,Wyatt,Goldstein,21/5/1976,Casado,M,goldsteinwyatt1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32663,Sra.,Andrea,Sanchez,15/1/1976,Casado,F,sanchezandrea1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32664,Sr.,Jordan,Jenkins,19/10/1976,Casado,M,jenkinsjordan1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32665,Sr.,Richard,Taylor,16/5/1976,Casado,M,taylorrichard1976@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32666,Sr.,Luke,Perez,11/12/1975,Soltero,M,perezluke1975@ciclovida.com,14000,2,Educacion Secundaria Incompleta,Operativo Calificado
32667,Sra.,Taylor,Jenkins,14/1/1976,Casado,F,jenkinstaylor1976@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
32668,Sr.,Tomas,Carter,11/12/1976,Casado,M,cartertomas1976@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32669,Sr.,Antonio,Jenkins,23/4/1977,Soltero,M,jenkinsantonio1977@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32670,Sra.,Kelli,Deng,13/3/1982,Casado,F,dengkelli1982@ciclovida.com,26000,2,Educacion Universitaria Completa,Profesional
32671,Sra.,Tara,Zaldivar,24/12/1980,Casado,F,zaldivartara1980@ciclovida.com,22000,2,Educacion Universitaria Completa,Profesional
32672,Sr.,Brad,Nath,22/3/1981,Casado,M,nathbrad1981@ciclovida.com,22000,2,Educacion Universitaria Completa,Profesional
32673,Sr.,Leonard,She,1/1/1981,Casado,M,sheleonard1981@ciclovida.com,26000,2,Educacion Universitaria Completa,Profesional
32675,Sra.,Riley,Alvarez,8/2/1980,Casado,F,alvarezriley1980@ciclovida.com,24000,3,Educacion Secundaria Incompleta,Profesional
32676,Sr.,Dwayne,Alvarez,18/4/1979,Casado,M,alvarezdwayne1979@ciclovida.com,18000,2,Educacion Secundaria Completa,Profesional
32677,Sra.,Alicia,Raje,15/9/1979,Casado,F,rajealicia1979@ciclovida.com,22000,3,Educacion Universitaria Completa,Profesional
32678,Sra.,Ana,Van,27/1/1979,Soltero,F,vanana1979@ciclovida.com,24000,3,Educacion Secundaria Incompleta,Profesional
32679,Sr.,Marshall,Shan,11/12/1978,Soltero,M,shanmarshall1978@ciclovida.com,26000,3,Educacion Universitaria Completa,Profesional
32681,Sra.,Cristina,Goel,30/8/1968,Casado,F,goelcristina1968@ciclovida.com,16000,5,Educacion Universitaria Completa,Administrativo
32682,Sra.,Crystal,Sun,1/3/1968,Casado,F,suncrystal1968@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
32683,Sra.,Cindy,Garcia,13/2/1968,Casado,F,garciacindy1968@ciclovida.com,26000,3,Educacion Universitaria Completa,Administrativo
32684,Sra.,Ebony,Suri,24/2/1968,Soltero,F,suriebony1968@ciclovida.com,34000,3,Educacion Universitaria Completa,Administrativo
32685,Sr.,Martin,Sara,20/4/1969,Casado,M,saramartin1969@ciclovida.com,16000,5,Educacion Universitaria Completa,Profesional
32686,Sr.,Nathaniel,Sanchez,10/2/1969,Casado,M,sancheznathaniel1969@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
32688,Sra.,Destiny,Washington,30/7/1969,Casado,F,washingtondestiny1969@ciclovida.com,24000,4,Educacion Universitaria Completa,Administrativo
32689,Sr.,Jerry,Deng,18/7/1969,Casado,M,dengjerry1969@ciclovida.com,26000,4,Educacion Universitaria Completa,Administrativo
32690,Sr.,Edwin,Kumar,16/12/1969,Casado,M,kumaredwin1969@ciclovida.com,20000,2,Educacion Universitaria Completa,Administrativo
32691,Sra.,Margaret,Wang,15/6/1970,Casado,F,wangmargaret1970@ciclovida.com,20000,3,Educacion Universitaria Completa,Administrativo
32692,Sra.,Erica,Cai,12/4/1970,Casado,F,caierica1970@ciclovida.com,24000,4,Educacion Universitaria Completa,Administrativo
32693,Sr.,Calvin,Nath,21/1/1970,Soltero,M,nathcalvin1970@ciclovida.com,24000,4,Educacion Universitaria Completa,Administrativo
32694,Sra.,Janet,Ruiz,4/2/1970,Casado,F,ruizjanet1970@ciclovida.com,30000,3,Postgrado,Administrativo
32695,Sra.,Daisy,Alvarez,25/3/1977,Casado,F,alvarezdaisy1977@ciclovida.com,16000,4,Educacion Universitaria Completa,Profesional
32696,Sr.,Alex,Nelson,18/9/1978,Casado,M,nelsonalex1978@ciclovida.com,20000,3,Educacion Secundaria Completa,Profesional
32697,Sra.,Wendy,Munoz,6/4/1978,Casado,F,munozwendy1978@ciclovida.com,26000,3,Educacion Universitaria Completa,Profesional
32698,Sr.,Devin,Alvarez,28/12/1977,Casado,M,alvarezdevin1977@ciclovida.com,34000,5,Educacion Secundaria Completa,Profesional
32699,Sra.,Isabel,Alvarez,17/5/1977,Casado,F,alvarezisabel1977@ciclovida.com,32000,2,Educacion Universitaria Completa,Administrativo
32700,Sra.,April,Nath,26/9/1976,Casado,F,nathapril1976@ciclovida.com,16000,4,Educacion Universitaria Completa,Profesional
32701,Sra.,Kelli,Zaldivar,17/3/1976,Soltero,F,zaldivarkelli1976@ciclovida.com,24000,4,Educacion Universitaria Completa,Profesional
32702,Sr.,Christian,Russell,24/8/1976,Casado,M,russellchristian1976@ciclovida.com,26000,4,Educacion Secundaria Completa,Profesional
32703,Sr.,Clayton,Gao,23/10/1975,Casado,M,gaoclayton1975@ciclovida.com,16000,5,Educacion Secundaria Completa,Profesional
32704,Sr.,Francisco,Suri,7/11/1973,Casado,M,surifrancisco1973@ciclovida.com,32000,4,Educacion Universitaria Completa,Administrativo
32705,Sra.,Chelsea,Chandra,2/7/1973,Casado,F,chandrachelsea1973@ciclovida.com,16000,5,Educacion Secundaria Completa,Administrativo
32706,Sr.,Lee,Torres,10/9/1973,Casado,M,torreslee1973@ciclovida.com,24000,4,Educacion Universitaria Completa,Administrativo
32707,Sr.,Victor,Ruiz,11/10/1972,Soltero,M,ruizvictor1972@ciclovida.com,14000,5,Educacion Secundaria Incompleta,Operativo Calificado
32708,Sr.,Martin,Gonzalez,14/4/1972,Casado,M,gonzalezmartin1972@ciclovida.com,14000,5,Educacion Secundaria Incompleta,Operativo Calificado
32709,Sr.,Bruce,Perez,26/1/1972,Casado,M,perezbruce1972@ciclovida.com,16000,5,Educacion Secundaria Completa,Administrativo
32710,Sr.,Darryl,Zaldivar,21/2/1971,Casado,M,zaldivardarryl1971@ciclovida.com,20000,3,Educacion Secundaria Incompleta,Profesional
32711,Sr.,Alan,Zaldivar,18/9/1971,Casado,M,zaldivaralan1971@ciclovida.com,20000,4,Educacion Secundaria Incompleta,Profesional
32712,Sra.,Michele,Sai,7/2/1971,Soltero,F,saimichele1971@ciclovida.com,22000,4,Educacion Secundaria Incompleta,Profesional
32713,Sr.,Sergio,Chandra,16/12/1970,Casado,M,chandrasergio1970@ciclovida.com,24000,5,Educacion Secundaria Completa,Administrativo
32714,Sr.,Cedric,Rai,7/6/1971,Casado,M,raicedric1971@ciclovida.com,26000,5,Educacion Secundaria Incompleta,Profesional
32715,Srita.,Brandy,Martinez,24/3/1999,Soltero,F,martinezbrandy1999@ciclovida.com,12000,0,Educacion Universitaria Completa,Profesional
32716,Sr.,Dominic,Sullivan,14/2/2000,Soltero,M,sullivandominic2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32717,Sr.,Douglas,Martinez,24/6/2000,Soltero,M,martinezdouglas2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32718,Srita.,Michele,Nara,24/2/2000,Soltero,F,naramichele2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32719,Srita.,Tiffany,Lu,12/8/2000,Soltero,F,lutiffany2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32720,Srita.,Marie,Arun,23/6/2000,Casado,F,arunmarie2000@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32721,Sr.,Jake,Chen,17/1/2000,Casado,M,chenjake2000@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32722,Sr.,Frank,Gutierrez,23/3/1999,Soltero,M,gutierrezfrank1999@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32723,Srita.,Jaclyn,Chen,25/9/1998,Soltero,F,chenjaclyn1998@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32724,Sr.,Peter,Pal,14/8/1998,Soltero,M,palpeter1998@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32725,Sr.,Kristopher,Suri,22/3/1997,Casado,M,surikristopher1997@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32726,Sr.,Devon,Luo,11/12/1997,Casado,M,luodevon1997@ciclovida.com,26000,4,Educacion Secundaria Completa,Administrativo
32727,Srita.,Kaylee,Edwards,21/5/1997,Soltero,F,edwardskaylee1997@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
32728,Sr.,Billy,Alvarez,27/6/1996,Casado,M,alvarezbilly1996@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32729,Srita.,Tasha,Pal,10/3/1996,Soltero,F,paltasha1996@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32730,Srita.,Ebony,Martinez,25/6/1997,Soltero,F,martinezebony1997@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
32731,Srita.,Summer,Sai,18/12/1996,Casado,F,saisummer1996@ciclovida.com,22000,0,Educacion Universitaria Completa,Administrativo
32732,Sr.,Lance,Carlson,19/8/1995,Casado,M,carlsonlance1995@ciclovida.com,16000,0,Educacion Universitaria Completa,Profesional
32733,Sr.,Julio,Romero,20/11/1995,Casado,M,romerojulio1995@ciclovida.com,22000,0,Educacion Secundaria Completa,Administrativo
32734,Sra.,Deborah,Tang,21/6/1996,Casado,F,tangdeborah1996@ciclovida.com,26000,4,Educacion Secundaria Completa,Administrativo
32735,Srita.,Arianna,Sanchez,29/5/1995,Casado,F,sanchezarianna1995@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
32736,Sr.,Cedric,Kumar,1/4/1994,Casado,M,kumarcedric1994@ciclovida.com,20000,0,Educacion Secundaria Completa,Administrativo
32738,Sr.,Derrick,Navarro,28/11/1987,Casado,M,navarroderrick1987@ciclovida.com,22000,3,Educacion Universitaria Completa,Administrativo
32739,Sr.,Hunter,Torres,16/3/1980,Casado,M,torreshunter1980@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
32740,Sr.,Mason,Hall,30/10/1980,Casado,M,hallmason1980@ciclovida.com,18000,2,Educacion Universitaria Completa,Profesional
32741,Sra.,Stephanie,Hall,9/12/1957,Casado,F,hallstephanie1957@ciclovida.com,16000,4,Postgrado,Administrativo
32742,Sr.,William,Torres,19/4/1998,Soltero,M,torreswilliam1998@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32743,Sr.,Max,Ruiz,11/10/2004,Soltero,M,ruizmax2004@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32744,Sr.,Ernest,Sun,29/12/2003,Soltero,M,sunernest2003@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32745,Sr.,Rafael,Lu,18/8/2004,Soltero,M,lurafael2004@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32746,Srita.,Barbara,Chen,20/9/2002,Soltero,F,chenbarbara2002@ciclovida.com,6000,0,Educacion Secundaria Completa,Operativo
32747,Sr.,David,Coleman,12/8/1986,Casado,M,colemandavid1986@ciclovida.com,14000,1,Educacion Universitaria Completa,Operativo Calificado
32748,Sra.,Sara,Barbosa,1/5/1986,Casado,F,barbosasara1986@ciclovida.com,14000,1,Educacion Universitaria Completa,Operativo Calificado
32749,Sr.,Robert,Williams,1/12/1985,Casado,M,williamsrobert1985@ciclovida.com,14000,1,Educacion Universitaria Completa,Operativo Calificado
32750,Sr.,Drew,Alvarez,15/8/1985,Soltero,M,alvarezdrew1985@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32751,Sr.,Robert,Russell,19/1/1985,Soltero,M,russellrobert1985@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32752,Sra.,Jenna,Campbell,21/9/1985,Casado,F,campbelljenna1985@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32753,Sr.,Xavier,Griffin,15/9/1985,Casado,M,griffinxavier1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32754,Sra.,Angelica,Ross,16/5/1985,Casado,F,rossangelica1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32755,Sra.,Jocelyn,Russell,25/9/1985,Casado,F,russelljocelyn1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32756,Sra.,Ashley,Harris,6/5/1984,Casado,F,harrisashley1984@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32757,Sr.,Wyatt,Martinez,24/8/1984,Casado,M,martinezwyatt1984@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32758,Sr.,Charles,Jones,8/1/1991,Soltero,M,jonescharles1991@ciclovida.com,10000,0,Educacion Universitaria Completa,Operativo Calificado
32759,Sr.,Xavier,Morgan,19/3/1991,Soltero,M,morganxavier1991@ciclovida.com,10000,0,Educacion Universitaria Completa,Operativo Calificado
32760,Srita.,Danielle,Richardson,28/9/1991,Soltero,F,richardsondanielle1991@ciclovida.com,10000,0,Educacion Universitaria Completa,Operativo Calificado
32761,Sr.,Caleb,Henderson,3/1/1991,Soltero,M,hendersoncaleb1991@ciclovida.com,12000,0,Postgrado,Profesional
32762,Srita.,Andrea,King,14/7/1991,Soltero,F,kingandrea1991@ciclovida.com,12000,0,Postgrado,Profesional
32763,Sr.,Mason,Richardson,8/1/1984,Casado,M,richardsonmason1984@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32764,Sra.,Abigail,Long,8/1/1984,Casado,F,longabigail1984@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32765,Sra.,Julia,Long,31/3/1983,Casado,F,longjulia1983@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32766,Sra.,Alexis,Hall,31/7/1983,Casado,F,hallalexis1983@ciclovida.com,12000,4,Educacion Universitaria Completa,Profesional
32767,Sra.,Andrea,Gonzalez,7/12/1982,Casado,F,gonzalezandrea1982@ciclovida.com,12000,4,Educacion Universitaria Completa,Profesional
32768,Sr.,Timothy,Martinez,20/2/1983,Soltero,M,martineztimothy1983@ciclovida.com,14000,1,Postgrado,Profesional
32769,Sra.,Chloe,Martinez,22/5/1983,Soltero,F,martinezchloe1983@ciclovida.com,14000,2,Postgrado,Profesional
32770,Sra.,Danielle,Ramirez,7/3/1983,Casado,F,ramirezdanielle1983@ciclovida.com,14000,5,Postgrado,Profesional
32771,Sr.,Eduardo,Perez,25/9/1983,Soltero,M,perezeduardo1983@ciclovida.com,14000,5,Postgrado,Profesional
32772,Sr.,Logan,Martinez,22/1/1982,Casado,M,martinezlogan1982@ciclovida.com,12000,3,Educacion Universitaria Completa,Profesional
32773,Sra.,Arianna,Ramirez,1/4/1982,Casado,F,ramirezarianna1982@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32774,Sra.,Melanie,Washington,5/1/1982,Casado,F,washingtonmelanie1982@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32775,Sr.,Charles,Carter,26/3/1982,Casado,M,cartercharles1982@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32776,Sr.,Hunter,Li,11/10/1982,Soltero,M,lihunter1982@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32777,Sra.,Katherine,Sosa,31/8/1982,Soltero,F,sosakatherine1982@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32778,Sr.,Pedro,Martinez,30/3/1982,Casado,M,martinezpedro1982@ciclovida.com,14000,5,Postgrado,Profesional
32779,Sra.,Hailey,Sosa,16/4/1982,Soltero,F,sosahailey1982@ciclovida.com,16000,5,Postgrado,Profesional
32780,Sr.,Mitchell,Shen,20/5/1993,Soltero,M,shenmitchell1993@ciclovida.com,18000,1,Postgrado,Administrativo
32781,Sr.,Joe,Schmidt,23/5/1993,Casado,M,schmidtjoe1993@ciclovida.com,18000,1,Postgrado,Administrativo
32782,Sra.,Jessie,Martinez,30/8/1993,Casado,F,martinezjessie1993@ciclovida.com,18000,1,Postgrado,Administrativo
32783,Sr.,Barry,Sai,28/12/1991,Casado,M,saibarry1991@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32784,Sr.,Eddie,Ortega,25/1/1994,Casado,M,ortegaeddie1994@ciclovida.com,18000,2,Educacion Universitaria Completa,Profesional
32785,Sr.,Tommy,Goel,30/9/1992,Soltero,M,goeltommy1992@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32786,Sra.,Latoya,Tang,21/2/1992,Casado,F,tanglatoya1992@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32787,Sr.,Gregory,Raje,9/8/1992,Casado,M,rajegregory1992@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
32788,Sra.,Mallory,Martinez,12/10/1993,Soltero,F,martinezmallory1993@ciclovida.com,22000,1,Postgrado,Administrativo
32789,Sra.,Valerie,Lu,30/10/1993,Soltero,F,luvalerie1993@ciclovida.com,24000,1,Postgrado,Administrativo
32790,Sra.,Faith,Gray,15/12/1990,Soltero,F,grayfaith1990@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
32791,Sra.,Carly,Shen,14/12/1990,Casado,F,shencarly1990@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
32792,Sra.,Raquel,Romero,26/3/1991,Casado,F,romeroraquel1991@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
32793,Sr.,Maurice,She,14/2/1990,Soltero,M,shemaurice1990@ciclovida.com,16000,5,Postgrado,Administrativo
32794,Sr.,Calvin,Jai,23/1/1990,Soltero,M,jaicalvin1990@ciclovida.com,16000,5,Postgrado,Administrativo
32795,Sr.,Stanley,Rana,18/7/1990,Casado,M,ranastanley1990@ciclovida.com,16000,5,Educacion Universitaria Completa,Profesional
32796,Sr.,Calvin,Alvarez,31/12/1988,Casado,M,alvarezcalvin1988@ciclovida.com,12000,3,Educacion Universitaria Completa,Profesional
32797,Srita.,Kelsey,Shen,24/12/1991,Soltero,F,shenkelsey1991@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32798,Srita.,Heidi,Martinez,14/5/1992,Soltero,F,martinezheidi1992@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32799,Sr.,Mason,Lopez,1/12/1987,Casado,M,lopezmason1987@ciclovida.com,12000,3,Educacion Universitaria Completa,Profesional
32800,Sra.,Marie,Sanchez,7/12/1987,Soltero,F,sanchezmarie1987@ciclovida.com,12000,4,Educacion Universitaria Completa,Profesional
32801,Sra.,Karla,Shen,22/3/1988,Casado,F,shenkarla1988@ciclovida.com,12000,4,Educacion Universitaria Completa,Profesional
32802,Sr.,Keith,Zaldivar,14/12/1986,Soltero,M,zaldivarkeith1986@ciclovida.com,12000,3,Educacion Universitaria Completa,Profesional
32803,Sr.,Jon,Guo,9/12/1986,Soltero,M,guojon1986@ciclovida.com,12000,3,Educacion Universitaria Completa,Profesional
32804,Srita.,Natalie,Nelson,14/2/1987,Soltero,F,nelsonnatalie1987@ciclovida.com,14000,0,Educacion Universitaria Completa,Profesional
32805,Sra.,Isabella,Davis,2/9/1991,Soltero,F,davisisabella1991@ciclovida.com,18000,2,Educacion Universitaria Completa,Profesional
32806,Sr.,Brett,Raman,27/9/1991,Casado,M,ramanbrett1991@ciclovida.com,18000,4,Educacion Universitaria Completa,Profesional
32807,Sr.,Logan,Johnson,6/1/1952,Casado,M,johnsonlogan1952@ciclovida.com,20000,5,Postgrado,Administrativo
32808,Sr.,Maurice,Jai,16/3/1986,Soltero,M,jaimaurice1986@ciclovida.com,14000,1,Educacion Universitaria Completa,Operativo Calificado
32809,Sra.,Kelli,Chande,20/7/1986,Soltero,F,chandekelli1986@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32810,Sra.,Tonya,Kumar,21/9/1986,Casado,F,kumartonya1986@ciclovida.com,12000,1,Educacion Universitaria Completa,Profesional
32811,Sra.,Tamara,Shen,28/3/1985,Soltero,F,shentamara1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
32812,Sra.,Jill,Diaz,6/6/1985,Soltero,F,diazjill1985@ciclovida.com,12000,1,Educacion Universitaria Completa,Operativo Calificado
